Ubicación física;Título;Autor(es)
DIPA:4-3-46;Entre Montañas y desiertos: arqueología del sur de Mendoza;Borrero, Luis Alberto
DEGIP:2-1-34;Colour and painting in Ancient Egypt;
DEGIP:2-1-35;Boats;
DIGEO:1404;National Security Study Memorandum 200: implications of worldwide population growth for U.S. security and overseas interest;
DIGEO:1403;Estructura y dinámica demoterritorial, Argentina 194-1965;
DIGEO:1415;Estudios sobre estabilidad urbana regional;
DIGEO:1414;Concertación y estructura social en Argentina;
DIGEO:1417;Tablas abreviadas de mortalidad para la provincia de Salta, 1946-48, 1959-61, 1969-71 y 1979-81;
DIGEO:1416;Algunas cifras atinentes a la evolución poblacional de la región NOA, siglo XIX;
DIGEO:1418;<Los> censos de población para la provincia de Salta, 1947-1980;
DIGEO:1412;"Migrantes limítrofes en la Argentina de 1980; diferenciales sociodemográficos y ocupacionales a nivel provincial";
DIGEO:1435;Ocupación de tierras y colonización agrícola en Santa Fe, 1870-1895;
DIGEO:1410;"<Los> migrantes limítrofes en las zonas urbanas de la Argentina: según la encuesta permanente de hogares; primer quinquenio de la década de 1980";
DIGEO:1413;Propuesta metodológica para la evaluación del impacto de las migraciones laborales sobre los mercados locales y su incidencia en los servicios sociales del área de su asentamiento;
DIGEO:1411;Migrantes limítrofes en la Argentina: perfil sociodemográfico y ocupacional en 1980, total del país;
DIGEO:1439;Historia del poblamiento en Misiones: inmigración a Oberá entre 1928 y 1975;
DIGEO:1425;Datos para el estudio de la participación de la población en la actividad económica, Argentina, 1947-1980;
"DIGEO:1419;1420";Tecnología y empleo en el agro: el caso argentino recopilación de ensayos;
DIGEO:1436;Fluctuaciones de los movimientos migratorios de Uruguay, Brasil, Paraguay, Bolivia, Chile, con especial referencia a la República Argentina;
DIGEO:1431;Tendencias y estructura de la población argentina;
DIGEO:1433;Estudio de fecundidad en cinco áreas metropolitanas;
DIGEO:1434;Atlas de la educación: aspectos teóricos;
DIGEO:1426;<La> fecundidad argentina desde mediados del siglo XX;
DIGEO:1454;"<La> colonización de Vicente Blanco Ibáñez y el contingente valenciano en el Alto Valle del Río Negro; formación de la Colonia Cervantes";
DIGEO:1470;Población y Desarrollo;
DIGEO:1452;Estructura y dinámica de la población, evolución económica y empleo en el Partido de Tandil;
DIGEO:1443;Situación y problemática del empleo agropecuario en la provincia de Corrientes;
DIGEO:1441;Migración y desarrollo: consideraciones teóricas y aspectos socioeconómicos y políticos;
DIGEO:1496;Estudio sobre los derechos de las personas pertenecientes a minorías étnicas, religiosas o lingüísticas;
DIGEO:1438;Metodología para el estudio de la aculturación del inmigrante chileno en la Argentina;
DIGEO:1437;"Aspectos demográficos de la ancianidad: situación de la República Argentina y del mundo; una especial referencia al Partido de General Pueyrredón";
DIGEO:1440;Elementos para el estudio de la migración extranjera en la República Argentina: La Pampa 1882-1980;
DIGEO:1379;Raza y psicología;
DIGEO:1378;Declaración de Barcelona sobre la población y el futuro Urbano;
DIGEO:1385;Inmigración y colonización: con referencia especial a la parte sur de la república y a la región de Bahía Blanca;
DIGEO:1384;Demografía de Bahía Blanca: dinámica interna, externa, estructura por edades y sexos, pirámide de población y elementos de política demográfica del partido;
DIGEO:1383;Métodos y técnicas de encuesta;
DIGEO:1387;Economía internacional actual;
DIGEO:1361;Declaración de Roma sobre la población y el futuro urbano;
DIGEO:1362;Population: the Mexico Conference and the future;
DIGEO:1376;<El> FNUAP y la asistencia internacional en materia de población;
DIGEO:1364;Estudio sobre la demogeografía de Catamarca;
DIGEO:1348;Introductory readings in geographic information systems;
DIGEO:1513;<La> inmigración en la Argentina;
DIGEO:1432;<El> desarrollo urbano y las particularidades demográficas del Chaco y su capital entre 1960 y 1990;
DIGEO:1430;"<El> desarrollo: datos básicos, estadísticas socioeconómicas de 125 países; guía del profesor";
DIGEO:1424;<Las> mujeres en las migraciones internas e internacionales, con especial referencia a América Latina;
DIGEO:1402;En ruta EEUU;
DIGEO:1;<Los> marcos legislativos italianos y argentinos vinvulados al proceso migratorio;
DIGEO:1349;<El> establecimiento de los rusos alemanes en la Argentina, 1877-1878;
DIGEO:1350;Algunos asentamientos y proyectos de colonización inglesa en la Argentina, 1865-1870;
DIGEO:1351;"Argentina nel quinto centenario della scoperta dell'America: uomini e culture che conformarono la identita delle sue regioni; gli italiani a Mendonza";
DIGEO:1394;Tipología socio-económica de la Argentina;
DIGEO:1386;Verde contra verde: las difíciles relaciones entre la economía y la ecología;
DIGEO:1512;<La> nueva emigración a Iberoamerica: ensayo sobre la emigración selectiva;
DIGEO:1395;Change: threat or opportunity for human progress ?;
DIGEO:1507;Estructura geodemográfica de la provincia de Corrientes;
DIGEO:1515;<La> población de Argentina;
DIGEO:1453;Estrategias para el desarrollo provincial;
DIGEO:1497;Producto bruto geográfico 1970-1985, Tierra del Fuego, Antártida e Islas del Atlántico Sur;
DIGEO:1511;Notas sobre participación pública en el contexto de la regionalización en el Perú;
"DIGEO:1510;1642";Inmigración;
DIGEO:1498;"Cálculo estimativo de población, al 30 de setiembre de 1957; migración interna presunta en la República Argentina y en la provincia de Buenos Aires";
DIGEO:1516;Argentina en el mundo;
DIGEO:1508;Correlación de los desarrollos demográfico y agropecuario de Missiones desde 1895;
DIGEO:1517;Evolución demográfica argentina durante el período hispano, 1535-1810;
DIGEO:1518;<Los> pioneros de la colonización judía en la Argentina;
DIGEO:1429;<El> desarrollo: datos básicos, estadísticas socioeconómicas de 125 países;
DIGEO:1521;Conferencia Mundial de Población;
DIGEO:1520;Textos sobre población para estudiantes de derecho;
"DIGEO:1524,1525,1526; DIPA 3-5-1, 3-5-2, 3-5-3";Libros registros-cedularios del Rio de la Plata, 1534-1717: catálogo;
DIGEO:1533;Políticas de población;
DIGEO:1532;Cómo fue la inmigración judía a la Argentina;
DIGEO:1531;Sociología de la clase media argentina;
DIGEO:1530;Extranjeros: alabanza de gringos;
DIGEO:1529;Migración y marginalidad en la sociedad argentina;
"DIGEO:1527;1528";Population;
DIGEO:1534;Guía de los españoles en la Argentina;
DIGEO:1535;<El> crecimiento moderno de la población;
DIGEO:1536;Fronteras permeables: emigración laboral y movimientos de refugiados en América;
DIGEO:1537;Migraciones de población de la provincia de Catamarca: con referencias a las migraciones de la República Argentina;
DIGEO:1541;República Argentina y corrección de la serie anual de nacimientos registrados por sexo y jurisdicción, 1911-1947;
DIGEO:1551;<El> rescate de las cautivas: un episodio de la guerra y la paz en las fronteras del desierto, 1857-1858;
DIGEO:1548;<Il> rancho, elemento superstite del primitivo insediamento platense: estratto;
DIGEO:1547;Censo '91 para darnos cuenta: censos 1980-1991;
DIGEO:1389;Argentina: the geodemographic contrasts of a Latin American country;
DIGEO:1519;Manual del censista;
DIGEO:1523;Aspectos jurídicos, económicos y sociales de la colonización con inmigrantes;
DIGEO:1522;<El> decenio de la mujer en el escenario latinoamericano: realidades y perspectivas;
DIPA:4-3-47;<O> patrimonio em sala de aula: fragmentos de acoes educativas;
DIGEO:1589;<La> formación de la fuerza de trabajo en la Argentina: 1869-1914;
DIGEO:1588;<La> división sexual del trabajo en los libros de lectura de la escuela primaria argentina: un caso de inmutabilismo secular;
"DIGEO:1587;1599";Empleo femenino y desarrollo económico: algunas evidencias;
DIGEO:1586;Bibliografía para el estudio de la población de la Argentina;
DIGEO:1585;Reflexiones críticas sobre estudios demográficos del crecimiento urbano: una propuesta metodológica;
DIGEO:1584;Algunas dimensiones demográficas de la urbanización reciente y futura en América Latina;
DIGEO:1583;Evolución de la fecundidad en la Argentina;
DIGEO:1582;Trabajadoras latinoamericanas: un análisis comparativo de la Argentina, Bolivia y Paraguay;
DIGEO:1581;<El> impacto del crecimiento demográfico en los mercados de trabajo rurales y urbanos;
DIGEO:1580;<La> participación económica femenina en la Argentina desde la segunda posguerra hasta 1970;
DIGEO:1579;Oportunidades ocupacionales diferenciales por sexo en la República Argentina;
DIGEO:1577;<La> medición del trabajo femenino;
DIGEO:1576;<La> población anciana de la Argentina: tendencia secular y características recientes;
DIGEO:1575;Educación, familia y participación económica femenina en la Argentina;
DIGEO:1574;<Un> hecho inquietante: la evolución reciente de la mortalidad en la Argentina;
DIGEO:1573;Aspectos demográficos del proceso de redistribución espacial de la población en la Argentina;
DIGEO:1572;<La> mujer y el trabajo en la Argentina desde la perspectiva de la iglesia católica;
DIGEO:1571;Vendimia, zafra y alzada: migraciones estacionales en la Argentina;
DIGEO:1570;Historia verde del mundo;
DIGEO:1554;Migraciones exteriores;
DIGEO:1553;Evolución demográfica argentina de 1810 a 1869;
DIGEO:1568;<El> proceso de poblamiento pionero en Misiones 1830-1920;
DIGEO:1567;<La> batalla de los índices de natalidad entre Argentina y Brasil: aspecto cuantitativo;
DIGEO:1557;<El> elemento humano y sus condiciones de vida en una población típica de Santiago del Estero;
DIGEO:1556;;García Aller, Arturo H.
DIGEO:1555;;Richard Jorba, Rodolfo
DIGEO:1631;Geografía y desarrollo: un enfoque regional a escala mundial;
DIGEO:1632;PopMap: integrated software package for geographical information, maps and graphic database: user's guide maps and graphics database (provisional);
DIGEO:1612;Estudio mundial sobre el papel de la mujer en el desarrollo 1989;
DIGEO:1619;Aspectos poblacionales del espacio territorial sanjuanino;
DIGEO:1611;<Las> empresas transnacionales en el desarrollo mundial: tendencias y perspectivas;
DIGEO:1613;<Los> países menos adelantados: informe de 1991;
DIGEO:1615;"<El> derecho del mar: reivindicaciones nacionales de jurisdicción marítima; extracto de leyes y cuadro de reivindicaciones";
DIGEO:1614;<El> derecho del mar: acuerdos sobre fronteras marítimas, 1985-1991;
"DIGEO:1608; 1609";<La> población de la ciudad de Formosa entre 1960 y 1990;
"DIGEO:1606; 1607";<La> población de la ciudad de Corrientes entre 1588 y 1980;
"DIGEO:1604;1605";<Las> fuentes de datos en geografía de la población: los censos y las estadísticas vitales;
DIGEO:1610;<The> extent of poverty in Latin America;
DIGEO:1603;Instrumentación de la navegación internacional en la hidrovía Paraná-Paraguay-Uruguay;
DIGEO:1598;<La> dinámica de la población rural en la Argentina entre 1870 y 1970;
"DIGEO:1590;1601";Inmigración, cambio demográfico y desarrollo industrial en la Argentina;
DIGEO:1602;Relaciones familiares en la Argentina: diacronía y sintonía;
DIGEO:1600;<El> trabajo de la mujer en la Argentina: un análisis preliminar de las ideas dominantes en las primeras décadas del siglo XX;
DIGEO:1592;<La> racionalidad educativa y la racionalidad productiva: las escuelas técnicas y el mundo del trabajo;
DIGEO:1593;Estado civil y trabajo femenino en la Argentina: un análisis por cohortes;
DIGEO:1594;Acerca de los patrones recientes de movilidad territorial de la población en el mundo;
DIGEO:1595;Mortalidad infantil y desigualdades sociales en Misiones;
DIGEO:1596;<La> organización social de la reproducción de los agentes sociales, las unidades familiares y sus estrategias;
DIGEO:1597;<Las> mujeres de alta fecundidad en la Argentina, pasado y futuro;
DIGEO:1591;<La> mortalidad en la Argentina: evolución histórica y situación en 1970;
DIGEO:1616;<Los> derechos humanos y el desarrollo socioeconómico;
DIGEO:1617;Homen e seu mundo;
DIGEO:1618;Violencia contra la mujer en la familia;
DIGEO:1620;<The> global partnership for environment and development: a guide to Agenda 21;
DIGEO:1621;<El> comité intergubernamental de migraciones europeas y la República Argentina;
DIGEO:1622;<La> población guaraní de las misiones jesuíticas. Evolución y características, 1671-1767;
DIGEO:1628;Etimología queshwas: de Eurasia a los Andes Centrales;
DIGEO:1626;<La> transición demográfica argentina: un modelo no ortodoxo;
DIGEO:1624;Cuyo: funcionalidad urbana;
DIGEO:1623;Anexo Consenso Latinoamericano y del Caribe sobre Población y Desarrollo;
DIGEO:1702;Atlas GAIA Aborígenes: para un futuro de los pueblos indígenas;
DIGEO:1648;Legislación usual 1853/1868 Ley 11284;
"DIGEO:1646;1647";Trámite parlamentario período 1991;
DIGEO:1658;Informe sobre el desarrollo mundial 1990;
DIGEO:1681;<La> situación en el mundo 1992: un informe del Worldwacht Institute sobre el desarrollo y medio ambiente;
DIGEO:1634;<Los> migrantes de países limítrofes: chilenos en el Alto Valle del Río Negro;
DIGEO:1636;Inmigracion y movimiento obrero en Argentina;
DIGEO:1635;Ideología política y clase obrera;
DIGEO:1637;Migración y desarrollo;
DIGEO:1638;Atlas Universal ACME;
DIGEO:1639;Suplemento al estudio económico mundial 1990-1991;
DIGEO:1640;Estadísticas de energía: manual para los países en desarrollo;
DIGEO:1641;<Las> transformaciones demográficas en la región cuyana y el desarrollo de la economía durante el período 1819-1970;
DIGEO:1751;Global Population Policy Data Base 1989;
DIGEO:1750;International transmission of population policy experience: proceedings of the Expert Group Meeting on the International Transmission of Population Policy Experience, New York City, 27-30 June 1988;
DIGEO:1749;Global estimates and projections of population by sex and age: the 1988 revision;
"DIGEO:1757;1758";Situación de la infancia en América Latina y el Caribe;
"DIGEO:1748;1756";Measuring the dynamics of contraceptive use: proceedings of the United Nations Expert Group Meeting on Measuring the Dynamics of Contraceptive Use, New Yor, 5-7 December 1988.;
DIGEO:1755;Child mortality in developing countries: socio-economic differentials, trends and implications;
DIGEO:1754;Result of the Sixth Population Inquiry among governments;
DIGEO:1764;World population prospects 1988;
DIGEO:1762;<A> comparative evaluation of data quality in thirthy-eight world fertility surveys;
DIGEO:1761;Consequences of mortality trends and differentials;
DIGEO:1760;Fertility behavior in the context of development: evidence from the world fertility survey;
DIGEO:1759;Policy relevance of findings of the world fertility survey for developing countries;
DIGEO:1766;MortPak: the UN Software Package for Mortality Measurement: bacht oriented software for the mainframe computer;
